utterance,category,intent
can you ask an agent how I can track my shipment?,ORDER,track_order
can you show me information about the status of my order?,ORDER,track_order
"I want to check my packages, tell me how to do it",ORDER,track_order
"I want to check my shipments, tell me how I can do it",ORDER,track_order
can u ask an agent if i can track my delivery?,ORDER,track_order
"could you tell me if my shipment is on its way, please ?",ORDER,track_order
can I track my purchase?,ORDER,track_order
I want to know if I can track my orders,ORDER,track_order
"i want to check my delivery, tell me how I can do it",ORDER,track_order
"I would like to track my package, tell me how to do it, please",ORDER,track_order
can you track my package?,ORDER,track_order
"I wanna track my package, tell me were I can do it",ORDER,track_order
can you tell me where to check my packages?,ORDER,track_order
"i wanna check my order, tell me where I can do it",ORDER,track_order
"i want to view the status of my ordr, can u help me?",ORDER,track_order
could you ask an agent if I could track my fucking orders?,ORDER,track_order
can you tell me how to track my package?,ORDER,track_order
"I want to check my orders, tell me how I can do it",ORDER,track_order
show me the status of my order,ORDER,track_order
can you provide information about the status of my purchase?,ORDER,track_order
can you tell me where to track my shipment?,ORDER,track_order
I want to know how I can know where my order is,ORDER,track_order
"I want to track my shipments, can you tell me how to do it?",ORDER,track_order
ask an agent if I can check my orders,ORDER,track_order
tell me if I can track my shipments,ORDER,track_order
I need help checking my package,ORDER,track_order
"please, can you ask an agent if I could track my orders?",ORDER,track_order
is my order out for delivery?,ORDER,track_order
"Id like to track my delivery, could you tell me where to do it?",ORDER,track_order
ask an agent about the status of my purchase,ORDER,track_order
"please, could you ask an agent if I can track my order?",ORDER,track_order
"I want to check my shipments, tell me where I can do it",ORDER,track_order
"please, can you ask an agent how to know where my fucking order is?",ORDER,track_order
how to check my packages,ORDER,track_order
how can I view the status of my order?,ORDER,track_order
"tell me if i could check my shipments, please",ORDER,track_order
I wanna know where to check my orders,ORDER,track_order
is it possible to check my order?,ORDER,track_order
where do I check my shipment?,ORDER,track_order
"i want to check the status of my order, what can i do?",ORDER,track_order
ask an agent what the status of my order is,ORDER,track_order
can you tell me how to know where my packages are?,ORDER,track_order
tell me if I can track my orders,ORDER,track_order
can you tell me where my purchase is?,ORDER,track_order
I want to know how to know where my delivery is,ORDER,track_order
I want to know where to track my packages,ORDER,track_order
can you tell me where I can trrack my shipment?,ORDER,track_order
"i want to track my order, can you tell me where to do it?",ORDER,track_order
can you tell me how I can track my packages?,ORDER,track_order
I want to know how to check my packages,ORDER,track_order
"ask an agent how to check the status of my order, please",ORDER,track_order
"I want to track my delivery, can you tell me how I can do it?",ORDER,track_order
"I want to track my package, tell me how I can do it",ORDER,track_order
I want to know if my shipments are on their way,ORDER,track_order
help me track my pyrchase,ORDER,track_order
tell me where to check my orders,ORDER,track_order
tell me where I can check my shipments,ORDER,track_order
can you tell me if I can check my shipment?,ORDER,track_order
where can I track my packages?,ORDER,track_order
"I want to check my shipment, can you tell me where to do it?",ORDER,track_order
how can I track my order?,ORDER,track_order
tell me how to know where my shipment is,ORDER,track_order
can u ask an agent how to view the status of my purchase ?,ORDER,track_order
I want to know how to know where my orders are,ORDER,track_order
can you tell me where to track my orders?,ORDER,track_order
tell me how I can check my shipments,ORDER,track_order
ask an agent for information about the status of my order,ORDER,track_order
could u ask an agent where to track my fucking order?,ORDER,track_order
can you check the status of my order?,ORDER,track_order
can you tell me if I can track my delivery?,ORDER,track_order
"please, could you ask an agent how I could track my shipments?",ORDER,track_order
"can you ask an agent if I could check my fucking order, please?",ORDER,track_order
I want to know if my shipments are out for delivery,ORDER,track_order
tell me how to check my shipments,ORDER,track_order
"I want to check my shipment, can you tell me how to do it?",ORDER,track_order
how can I check my orders?,ORDER,track_order
how do I see the status of my order?,ORDER,track_order
ask an agent how to track myorder,ORDER,track_order
I want to know if i can check my orders,ORDER,track_order
"i need help tracking my order, please",ORDER,track_order
"id like to track my packages, could you tell me how to do it?",ORDER,track_order
help  me cfheck my shipments,ORDER,track_order
I need help viewing the status of my order,ORDER,track_order
"I would like to check my packages, can you tell me where to do it?",ORDER,track_order
can u ask an agent if i can check the status of my order?,ORDER,track_order
how do  I track my shipment?,ORDER,track_order
where to view the status of my purchase,ORDER,track_order
"I want to track my package, tell me how to do it",ORDER,track_order
is my package on its way?,ORDER,track_order
how can I check the status of my order?,ORDER,track_order
can you provide information about the status of my order?,ORDER,track_order
can you ask an agent if I can check my order?,ORDER,track_order
where do I track my package ?,ORDER,track_order
how do I know where my packages are?,ORDER,track_order
"please, ask an agent if I could check my fucking packages",ORDER,track_order
I want to know where I can check my order,ORDER,track_order
"I want to check my delivery, tell me how to do it",ORDER,track_order
tell me how I can know where my orders are,ORDER,track_order
I want to know where I can track my shipments,ORDER,track_order
ask an agent where to track my purchase,ORDER,track_order
"I want to check my order, tell me how I can do it",ORDER,track_order
"please, could u ask an agent how I could check my shipments?",ORDER,track_order
can you tell me where to track my order?,ORDER,track_order
I want to know if I can check my package,ORDER,track_order
I want to know if I can track my package,ORDER,track_order
i want to know where to check my orders,ORDER,track_order
"please, could u ask an agent if I could check my fucking package?",ORDER,track_order
can you ask an agent if i can check my delivery?,ORDER,track_order
"I want to view th status of my order, can you help me?",ORDER,track_order
can you tell me how to know where my order is?,ORDER,track_order
I want to track my purchase,ORDER,track_order
track my shipment,ORDER,track_order
can I track my edlivery?,ORDER,track_order
